Time Interval,Date,Buoy,Latitude,Longitude,Row,Col,Pixel_Value
"('2021-01-11', '2021-01-15')",2021-01-15,CTD-4,37.748233,-0.749617,839,994,0.91432375
"('2021-01-11', '2021-01-15')",2021-01-15,CTD-5,37.74045,-0.727117,927,1184,0.91432375
"('2021-01-11', '2021-01-15')",2021-01-15,CTD-6,37.710417,-0.778383,1265,750,0.91432375
"('2021-01-11', '2021-01-15')",2021-01-15,CTD-7,37.718,-0.839783,1179,230,0.91432375
"('2021-01-11', '2021-01-15')",2021-01-15,CTD-8,37.694517,-0.8104,1444,479,0.91432375
"('2021-01-11', '2021-01-15')",2021-01-15,CTD-9,37.666817,-0.809683,1756,485,0.91432375
"('2021-01-11', '2021-01-15')",2021-01-15,CTD-10,37.659833,-0.781967,1834,720,0.91432375
"('2021-01-11', '2021-01-15')",2021-01-15,CTD-11,37.6518,-0.728883,1925,1169,0.91432375
"('2021-01-11', '2021-01-15')",2021-01-15,CTD-12,37.68735,-0.783783,1525,704,0.91432375
"('2021-01-16', '2021-01-20')",2021-01-20,CTD-1,37.8118,-0.784483,123,698,
"('2021-01-16', '2021-01-20')",2021-01-20,CTD-2,37.760617,-0.8078,700,501,
"('2021-01-16', '2021-01-20')",2021-01-20,CTD-3,37.761783,-0.78355,687,706,
"('2021-01-16', '2021-01-20')",2021-01-20,CTD-4,37.748233,-0.749617,839,994,
"('2021-01-16', '2021-01-20')",2021-01-20,CTD-5,37.74045,-0.727117,927,1184,
"('2021-01-16', '2021-01-20')",2021-01-20,CTD-6,37.710417,-0.778383,1265,750,
"('2021-01-16', '2021-01-20')",2021-01-20,CTD-7,37.718,-0.839783,1179,230,
"('2021-01-16', '2021-01-20')",2021-01-20,CTD-8,37.694517,-0.8104,1444,479,
"('2021-01-16', '2021-01-20')",2021-01-20,CTD-9,37.666817,-0.809683,1756,485,
"('2021-01-16', '2021-01-20')",2021-01-20,CTD-10,37.659833,-0.781967,1834,720,
"('2021-01-16', '2021-01-20')",2021-01-20,CTD-11,37.6518,-0.728883,1925,1169,
"('2021-01-16', '2021-01-20')",2021-01-20,CTD-12,37.68735,-0.783783,1525,704,
"('2021-01-21', '2021-01-25')",2021-01-25,CTD-1,37.8118,-0.784483,123,698,
"('2021-01-21', '2021-01-25')",2021-01-25,CTD-2,37.760617,-0.8078,700,501,
"('2021-01-21', '2021-01-25')",2021-01-25,CTD-3,37.761783,-0.78355,687,706,
"('2021-01-21', '2021-01-25')",2021-01-25,CTD-4,37.748233,-0.749617,839,994,
"('2021-01-21', '2021-01-25')",2021-01-25,CTD-5,37.74045,-0.727117,927,1184,0.80960757
"('2021-01-21', '2021-01-25')",2021-01-25,CTD-6,37.710417,-0.778383,1265,750,
"('2021-01-21', '2021-01-25')",2021-01-25,CTD-7,37.718,-0.839783,1179,230,
"('2021-01-21', '2021-01-25')",2021-01-25,CTD-8,37.694517,-0.8104,1444,479,
"('2021-01-21', '2021-01-25')",2021-01-25,CTD-9,37.666817,-0.809683,1756,485,
"('2021-01-21', '2021-01-25')",2021-01-25,CTD-10,37.659833,-0.781967,1834,720,
"('2021-01-21', '2021-01-25')",2021-01-25,CTD-11,37.6518,-0.728883,1925,1169,
"('2021-01-21', '2021-01-25')",2021-01-25,CTD-12,37.68735,-0.783783,1525,704,
"('2021-01-26', '2021-01-30')",2021-01-30,CTD-1,37.8118,-0.784483,123,698,
"('2021-01-26', '2021-01-30')",2021-01-30,CTD-2,37.760617,-0.8078,700,501,
"('2021-01-26', '2021-01-30')",2021-01-30,CTD-3,37.761783,-0.78355,687,706,
"('2021-01-26', '2021-01-30')",2021-01-30,CTD-4,37.748233,-0.749617,839,994,
"('2021-01-26', '2021-01-30')",2021-01-30,CTD-5,37.74045,-0.727117,927,1184,
"('2021-01-26', '2021-01-30')",2021-01-30,CTD-6,37.710417,-0.778383,1265,750,
"('2021-01-26', '2021-01-30')",2021-01-30,CTD-7,37.718,-0.839783,1179,230,
"('2021-01-26', '2021-01-30')",2021-01-30,CTD-8,37.694517,-0.8104,1444,479,
"('2021-01-26', '2021-01-30')",2021-01-30,CTD-9,37.666817,-0.809683,1756,485,
"('2021-01-26', '2021-01-30')",2021-01-30,CTD-10,37.659833,-0.781967,1834,720,
"('2021-01-26', '2021-01-30')",2021-01-30,CTD-11,37.6518,-0.728883,1925,1169,
"('2021-01-26', '2021-01-30')",2021-01-30,CTD-12,37.68735,-0.783783,1525,704,
"('2021-01-31', '2021-02-04')",2021-02-04,CTD-1,37.8118,-0.784483,123,698,0.91432375
"('2021-01-31', '2021-02-04')",2021-02-04,CTD-2,37.760617,-0.8078,700,501,0.79267466
"('2021-01-31', '2021-02-04')",2021-02-04,CTD-3,37.761783,-0.78355,687,706,0.91432375
"('2021-01-31', '2021-02-04')",2021-02-04,CTD-4,37.748233,-0.749617,839,994,0.91432375
"('2021-01-31', '2021-02-04')",2021-02-04,CTD-5,37.74045,-0.727117,927,1184,0.79370785
"('2021-01-31', '2021-02-04')",2021-02-04,CTD-6,37.710417,-0.778383,1265,750,0.91432375
"('2021-01-31', '2021-02-04')",2021-02-04,CTD-7,37.718,-0.839783,1179,230,0.91432375
"('2021-01-31', '2021-02-04')",2021-02-04,CTD-8,37.694517,-0.8104,1444,479,0.91432375
"('2021-01-31', '2021-02-04')",2021-02-04,CTD-9,37.666817,-0.809683,1756,485,0.91432375
"('2021-01-31', '2021-02-04')",2021-02-04,CTD-10,37.659833,-0.781967,1834,720,0.91432375
"('2021-01-31', '2021-02-04')",2021-02-04,CTD-11,37.6518,-0.728883,1925,1169,0.91432375
"('2021-01-31', '2021-02-04')",2021-02-04,CTD-12,37.68735,-0.783783,1525,704,0.91432375
"('2021-02-05', '2021-02-09')",2021-02-09,CTD-1,37.8118,-0.784483,123,698,
"('2021-02-05', '2021-02-09')",2021-02-09,CTD-2,37.760617,-0.8078,700,501,
"('2021-02-05', '2021-02-09')",2021-02-09,CTD-3,37.761783,-0.78355,687,706,
"('2021-02-05', '2021-02-09')",2021-02-09,CTD-4,37.748233,-0.749617,839,994,0.91432375
"('2021-02-05', '2021-02-09')",2021-02-09,CTD-5,37.74045,-0.727117,927,1184,
"('2021-02-05', '2021-02-09')",2021-02-09,CTD-6,37.710417,-0.778383,1265,750,
"('2021-02-05', '2021-02-09')",2021-02-09,CTD-7,37.718,-0.839783,1179,230,
"('2021-02-05', '2021-02-09')",2021-02-09,CTD-8,37.694517,-0.8104,1444,479,
"('2021-02-05', '2021-02-09')",2021-02-09,CTD-9,37.666817,-0.809683,1756,485,
"('2021-02-05', '2021-02-09')",2021-02-09,CTD-10,37.659833,-0.781967,1834,720,
"('2021-02-05', '2021-02-09')",2021-02-09,CTD-11,37.6518,-0.728883,1925,1169,
"('2021-02-05', '2021-02-09')",2021-02-09,CTD-12,37.68735,-0.783783,1525,704,
"('2021-02-10', '2021-02-14')",2021-02-14,CTD-1,37.8118,-0.784483,123,698,0.91432375
"('2021-02-10', '2021-02-14')",2021-02-14,CTD-2,37.760617,-0.8078,700,501,0.91432375
"('2021-02-10', '2021-02-14')",2021-02-14,CTD-3,37.761783,-0.78355,687,706,0.67798406
"('2021-02-10', '2021-02-14')",2021-02-14,CTD-4,37.748233,-0.749617,839,994,0.91432375
"('2021-02-10', '2021-02-14')",2021-02-14,CTD-5,37.74045,-0.727117,927,1184,0.91432375
"('2021-02-10', '2021-02-14')",2021-02-14,CTD-6,37.710417,-0.778383,1265,750,0.91432375
"('2021-02-10', '2021-02-14')",2021-02-14,CTD-7,37.718,-0.839783,1179,230,0.80299944
"('2021-02-10', '2021-02-14')",2021-02-14,CTD-8,37.694517,-0.8104,1444,479,0.8545047
"('2021-02-10', '2021-02-14')",2021-02-14,CTD-9,37.666817,-0.809683,1756,485,0.91432375
"('2021-02-10', '2021-02-14')",2021-02-14,CTD-10,37.659833,-0.781967,1834,720,0.6905742
"('2021-02-10', '2021-02-14')",2021-02-14,CTD-11,37.6518,-0.728883,1925,1169,0.91432375
"('2021-02-10', '2021-02-14')",2021-02-14,CTD-12,37.68735,-0.783783,1525,704,0.91432375
"('2021-02-15', '2021-02-19')",2021-02-19,CTD-1,37.8118,-0.784483,123,698,0.69121456
"('2021-02-15', '2021-02-19')",2021-02-19,CTD-2,37.760617,-0.8078,700,501,0.72622776
"('2021-02-15', '2021-02-19')",2021-02-19,CTD-3,37.761783,-0.78355,687,706,0.76350975
"('2021-02-15', '2021-02-19')",2021-02-19,CTD-4,37.748233,-0.749617,839,994,0.73157746
"('2021-02-15', '2021-02-19')",2021-02-19,CTD-5,37.74045,-0.727117,927,1184,0.7723472
"('2021-02-15', '2021-02-19')",2021-02-19,CTD-6,37.710417,-0.778383,1265,750,0.75882757
"('2021-02-15', '2021-02-19')",2021-02-19,CTD-7,37.718,-0.839783,1179,230,0.77204555
"('2021-02-15', '2021-02-19')",2021-02-19,CTD-8,37.694517,-0.8104,1444,479,0.7653149
"('2021-02-15', '2021-02-19')",2021-02-19,CTD-9,37.666817,-0.809683,1756,485,0.78334945
"('2021-02-15', '2021-02-19')",2021-02-19,CTD-10,37.659833,-0.781967,1834,720,0.7433463
"('2021-02-15', '2021-02-19')",2021-02-19,CTD-11,37.6518,-0.728883,1925,1169,0.77525145
"('2021-02-15', '2021-02-19')",2021-02-19,CTD-12,37.68735,-0.783783,1525,704,0.759628
"('2021-02-20', '2021-02-24')",2021-02-24,CTD-1,37.8118,-0.784483,123,698,0.91432375
"('2021-02-20', '2021-02-24')",2021-02-24,CTD-2,37.760617,-0.8078,700,501,0.8106825
"('2021-02-20', '2021-02-24')",2021-02-24,CTD-3,37.761783,-0.78355,687,706,0.7628014
"('2021-02-20', '2021-02-24')",2021-02-24,CTD-4,37.748233,-0.749617,839,994,0.79697925
"('2021-02-20', '2021-02-24')",2021-02-24,CTD-5,37.74045,-0.727117,927,1184,0.91432375
"('2021-02-20', '2021-02-24')",2021-02-24,CTD-6,37.710417,-0.778383,1265,750,0.66136134
"('2021-02-20', '2021-02-24')",2021-02-24,CTD-7,37.718,-0.839783,1179,230,0.7581304
"('2021-02-20', '2021-02-24')",2021-02-24,CTD-8,37.694517,-0.8104,1444,479,0.91432375
"('2021-02-20', '2021-02-24')",2021-02-24,CTD-9,37.666817,-0.809683,1756,485,0.91432375
"('2021-02-20', '2021-02-24')",2021-02-24,CTD-10,37.659833,-0.781967,1834,720,0.91432375
"('2021-02-20', '2021-02-24')",2021-02-24,CTD-11,37.6518,-0.728883,1925,1169,0.91432375
"('2021-02-20', '2021-02-24')",2021-02-24,CTD-12,37.68735,-0.783783,1525,704,0.91432375
"('2021-02-25', '2021-03-01')",2021-03-01,CTD-1,37.8118,-0.784483,123,698,
"('2021-02-25', '2021-03-01')",2021-03-01,CTD-2,37.760617,-0.8078,700,501,
"('2021-02-25', '2021-03-01')",2021-03-01,CTD-3,37.761783,-0.78355,687,706,
"('2021-02-25', '2021-03-01')",2021-03-01,CTD-4,37.748233,-0.749617,839,994,
"('2021-02-25', '2021-03-01')",2021-03-01,CTD-5,37.74045,-0.727117,927,1184,0.91432375
"('2021-02-25', '2021-03-01')",2021-03-01,CTD-6,37.710417,-0.778383,1265,750,
"('2021-02-25', '2021-03-01')",2021-03-01,CTD-7,37.718,-0.839783,1179,230,0.91432375
"('2021-02-25', '2021-03-01')",2021-03-01,CTD-8,37.694517,-0.8104,1444,479,
"('2021-02-25', '2021-03-01')",2021-03-01,CTD-9,37.666817,-0.809683,1756,485,
"('2021-02-25', '2021-03-01')",2021-03-01,CTD-10,37.659833,-0.781967,1834,720,
"('2021-02-25', '2021-03-01')",2021-03-01,CTD-11,37.6518,-0.728883,1925,1169,
"('2021-02-25', '2021-03-01')",2021-03-01,CTD-12,37.68735,-0.783783,1525,704,
"('2021-03-02', '2021-03-06')",2021-03-06,CTD-1,37.8118,-0.784483,123,698,0.82198066
"('2021-03-02', '2021-03-06')",2021-03-06,CTD-2,37.760617,-0.8078,700,501,
"('2021-03-02', '2021-03-06')",2021-03-06,CTD-3,37.761783,-0.78355,687,706,0.78124505
"('2021-03-02', '2021-03-06')",2021-03-06,CTD-4,37.748233,-0.749617,839,994,0.7871952
"('2021-03-02', '2021-03-06')",2021-03-06,CTD-5,37.74045,-0.727117,927,1184,
"('2021-03-02', '2021-03-06')",2021-03-06,CTD-6,37.710417,-0.778383,1265,750,
"('2021-03-02', '2021-03-06')",2021-03-06,CTD-7,37.718,-0.839783,1179,230,0.8140433
"('2021-03-02', '2021-03-06')",2021-03-06,CTD-8,37.694517,-0.8104,1444,479,0.7699925
"('2021-03-02', '2021-03-06')",2021-03-06,CTD-9,37.666817,-0.809683,1756,485,0.8554082
"('2021-03-02', '2021-03-06')",2021-03-06,CTD-10,37.659833,-0.781967,1834,720,0.81138384
"('2021-03-02', '2021-03-06')",2021-03-06,CTD-11,37.6518,-0.728883,1925,1169,0.8398263
"('2021-03-02', '2021-03-06')",2021-03-06,CTD-12,37.68735,-0.783783,1525,704,0.75931424
"('2021-03-07', '2021-03-11')",2021-03-11,CTD-1,37.8118,-0.784483,123,698,0.91432375
"('2021-03-07', '2021-03-11')",2021-03-11,CTD-2,37.760617,-0.8078,700,501,0.70653546
"('2021-03-07', '2021-03-11')",2021-03-11,CTD-3,37.761783,-0.78355,687,706,0.57869625
"('2021-03-07', '2021-03-11')",2021-03-11,CTD-4,37.748233,-0.749617,839,994,0.8509206
"('2021-03-07', '2021-03-11')",2021-03-11,CTD-5,37.74045,-0.727117,927,1184,0.91432375
"('2021-03-07', '2021-03-11')",2021-03-11,CTD-6,37.710417,-0.778383,1265,750,0.78269446
"('2021-03-07', '2021-03-11')",2021-03-11,CTD-7,37.718,-0.839783,1179,230,0.91432375
"('2021-03-07', '2021-03-11')",2021-03-11,CTD-8,37.694517,-0.8104,1444,479,0.91432375
"('2021-03-07', '2021-03-11')",2021-03-11,CTD-9,37.666817,-0.809683,1756,485,0.91432375
"('2021-03-07', '2021-03-11')",2021-03-11,CTD-10,37.659833,-0.781967,1834,720,0.91432375
"('2021-03-07', '2021-03-11')",2021-03-11,CTD-11,37.6518,-0.728883,1925,1169,0.91432375
"('2021-03-07', '2021-03-11')",2021-03-11,CTD-12,37.68735,-0.783783,1525,704,0.91432375
"('2021-03-12', '2021-03-16')",2021-03-16,CTD-1,37.8118,-0.784483,123,698,0.91432375
"('2021-03-12', '2021-03-16')",2021-03-16,CTD-2,37.760617,-0.8078,700,501,0.90093
"('2021-03-12', '2021-03-16')",2021-03-16,CTD-3,37.761783,-0.78355,687,706,0.79133743
"('2021-03-12', '2021-03-16')",2021-03-16,CTD-4,37.748233,-0.749617,839,994,0.91432375
"('2021-03-12', '2021-03-16')",2021-03-16,CTD-5,37.74045,-0.727117,927,1184,0.91432375
"('2021-03-12', '2021-03-16')",2021-03-16,CTD-6,37.710417,-0.778383,1265,750,0.7931397
"('2021-03-12', '2021-03-16')",2021-03-16,CTD-7,37.718,-0.839783,1179,230,0.91432375
"('2021-03-12', '2021-03-16')",2021-03-16,CTD-8,37.694517,-0.8104,1444,479,0.9090976
"('2021-03-12', '2021-03-16')",2021-03-16,CTD-9,37.666817,-0.809683,1756,485,
"('2021-03-12', '2021-03-16')",2021-03-16,CTD-10,37.659833,-0.781967,1834,720,0.8241648
"('2021-03-12', '2021-03-16')",2021-03-16,CTD-11,37.6518,-0.728883,1925,1169,0.91432375
"('2021-03-12', '2021-03-16')",2021-03-16,CTD-12,37.68735,-0.783783,1525,704,0.91432375
"('2021-03-17', '2021-03-21')",2021-03-21,CTD-1,37.8118,-0.784483,123,698,0.91432375
"('2021-03-17', '2021-03-21')",2021-03-21,CTD-2,37.760617,-0.8078,700,501,0.45635
"('2021-03-17', '2021-03-21')",2021-03-21,CTD-3,37.761783,-0.78355,687,706,0.8136212
"('2021-03-17', '2021-03-21')",2021-03-21,CTD-4,37.748233,-0.749617,839,994,0.91432375
"('2021-03-17', '2021-03-21')",2021-03-21,CTD-5,37.74045,-0.727117,927,1184,0.91432375
"('2021-03-17', '2021-03-21')",2021-03-21,CTD-6,37.710417,-0.778383,1265,750,0.6673583
"('2021-03-17', '2021-03-21')",2021-03-21,CTD-7,37.718,-0.839783,1179,230,0.91432375
"('2021-03-17', '2021-03-21')",2021-03-21,CTD-8,37.694517,-0.8104,1444,479,0.8842982
"('2021-03-17', '2021-03-21')",2021-03-21,CTD-9,37.666817,-0.809683,1756,485,0.91432375
"('2021-03-17', '2021-03-21')",2021-03-21,CTD-10,37.659833,-0.781967,1834,720,0.91432375
"('2021-03-17', '2021-03-21')",2021-03-21,CTD-11,37.6518,-0.728883,1925,1169,0.91432375
"('2021-03-17', '2021-03-21')",2021-03-21,CTD-12,37.68735,-0.783783,1525,704,0.69095016
"('2021-03-22', '2021-03-26')",2021-03-26,CTD-1,37.8118,-0.784483,123,698,0.89260703
"('2021-03-22', '2021-03-26')",2021-03-26,CTD-2,37.760617,-0.8078,700,501,0.7723336
"('2021-03-22', '2021-03-26')",2021-03-26,CTD-3,37.761783,-0.78355,687,706,0.8127992
"('2021-03-22', '2021-03-26')",2021-03-26,CTD-4,37.748233,-0.749617,839,994,0.76883835
"('2021-03-22', '2021-03-26')",2021-03-26,CTD-5,37.74045,-0.727117,927,1184,0.6848577
"('2021-03-22', '2021-03-26')",2021-03-26,CTD-6,37.710417,-0.778383,1265,750,0.7758948
"('2021-03-22', '2021-03-26')",2021-03-26,CTD-7,37.718,-0.839783,1179,230,
"('2021-03-22', '2021-03-26')",2021-03-26,CTD-8,37.694517,-0.8104,1444,479,0.8675187
"('2021-03-22', '2021-03-26')",2021-03-26,CTD-9,37.666817,-0.809683,1756,485,0.8499255
"('2021-03-22', '2021-03-26')",2021-03-26,CTD-10,37.659833,-0.781967,1834,720,0.7535861
"('2021-03-22', '2021-03-26')",2021-03-26,CTD-11,37.6518,-0.728883,1925,1169,0.7570292
"('2021-03-22', '2021-03-26')",2021-03-26,CTD-12,37.68735,-0.783783,1525,704,0.7435716
"('2021-03-27', '2021-03-31')",2021-03-31,CTD-1,37.8118,-0.784483,123,698,0.7506523
"('2021-03-27', '2021-03-31')",2021-03-31,CTD-2,37.760617,-0.8078,700,501,0.72892565
"('2021-03-27', '2021-03-31')",2021-03-31,CTD-3,37.761783,-0.78355,687,706,0.83745754
"('2021-03-27', '2021-03-31')",2021-03-31,CTD-4,37.748233,-0.749617,839,994,0.7294239
"('2021-03-27', '2021-03-31')",2021-03-31,CTD-5,37.74045,-0.727117,927,1184,0.70631164
"('2021-03-27', '2021-03-31')",2021-03-31,CTD-6,37.710417,-0.778383,1265,750,0.71293503
"('2021-03-27', '2021-03-31')",2021-03-31,CTD-7,37.718,-0.839783,1179,230,0.73960286
"('2021-03-27', '2021-03-31')",2021-03-31,CTD-8,37.694517,-0.8104,1444,479,0.7760453
"('2021-03-27', '2021-03-31')",2021-03-31,CTD-9,37.666817,-0.809683,1756,485,0.7136109
"('2021-03-27', '2021-03-31')",2021-03-31,CTD-10,37.659833,-0.781967,1834,720,0.6159152
"('2021-03-27', '2021-03-31')",2021-03-31,CTD-11,37.6518,-0.728883,1925,1169,0.72884655
"('2021-03-27', '2021-03-31')",2021-03-31,CTD-12,37.68735,-0.783783,1525,704,0.7182389
"('2021-04-01', '2021-04-05')",2021-04-05,CTD-1,37.8118,-0.784483,123,698,0.91432375
"('2021-04-01', '2021-04-05')",2021-04-05,CTD-2,37.760617,-0.8078,700,501,0.68987477
"('2021-04-01', '2021-04-05')",2021-04-05,CTD-3,37.761783,-0.78355,687,706,0.7637706
"('2021-04-01', '2021-04-05')",2021-04-05,CTD-4,37.748233,-0.749617,839,994,0.91432375
"('2021-04-01', '2021-04-05')",2021-04-05,CTD-5,37.74045,-0.727117,927,1184,
"('2021-04-01', '2021-04-05')",2021-04-05,CTD-6,37.710417,-0.778383,1265,750,0.91432375
"('2021-04-01', '2021-04-05')",2021-04-05,CTD-7,37.718,-0.839783,1179,230,0.8869839
"('2021-04-01', '2021-04-05')",2021-04-05,CTD-8,37.694517,-0.8104,1444,479,0.91432375
"('2021-04-01', '2021-04-05')",2021-04-05,CTD-9,37.666817,-0.809683,1756,485,0.91432375
"('2021-04-01', '2021-04-05')",2021-04-05,CTD-10,37.659833,-0.781967,1834,720,0.8310046
"('2021-04-01', '2021-04-05')",2021-04-05,CTD-11,37.6518,-0.728883,1925,1169,0.91432375
"('2021-04-01', '2021-04-05')",2021-04-05,CTD-12,37.68735,-0.783783,1525,704,0.91432375
"('2021-04-06', '2021-04-10')",2021-04-10,CTD-1,37.8118,-0.784483,123,698,0.7773551
"('2021-04-06', '2021-04-10')",2021-04-10,CTD-2,37.760617,-0.8078,700,501,0.8140876
"('2021-04-06', '2021-04-10')",2021-04-10,CTD-3,37.761783,-0.78355,687,706,0.8076681
"('2021-04-06', '2021-04-10')",2021-04-10,CTD-4,37.748233,-0.749617,839,994,0.7818661
"('2021-04-06', '2021-04-10')",2021-04-10,CTD-5,37.74045,-0.727117,927,1184,0.789224
"('2021-04-06', '2021-04-10')",2021-04-10,CTD-6,37.710417,-0.778383,1265,750,0.82341623
"('2021-04-06', '2021-04-10')",2021-04-10,CTD-7,37.718,-0.839783,1179,230,0.83628213
"('2021-04-06', '2021-04-10')",2021-04-10,CTD-8,37.694517,-0.8104,1444,479,0.8249887
"('2021-04-06', '2021-04-10')",2021-04-10,CTD-9,37.666817,-0.809683,1756,485,0.82349837
"('2021-04-06', '2021-04-10')",2021-04-10,CTD-10,37.659833,-0.781967,1834,720,0.8146422
"('2021-04-06', '2021-04-10')",2021-04-10,CTD-11,37.6518,-0.728883,1925,1169,0.81981456
"('2021-04-06', '2021-04-10')",2021-04-10,CTD-12,37.68735,-0.783783,1525,704,0.8258438
"('2021-04-11', '2021-04-15')",2021-04-15,CTD-1,37.8118,-0.784483,123,698,
"('2021-04-11', '2021-04-15')",2021-04-15,CTD-2,37.760617,-0.8078,700,501,
"('2021-04-11', '2021-04-15')",2021-04-15,CTD-3,37.761783,-0.78355,687,706,
"('2021-04-11', '2021-04-15')",2021-04-15,CTD-4,37.748233,-0.749617,839,994,
"('2021-04-11', '2021-04-15')",2021-04-15,CTD-5,37.74045,-0.727117,927,1184,
"('2021-04-11', '2021-04-15')",2021-04-15,CTD-6,37.710417,-0.778383,1265,750,
"('2021-04-11', '2021-04-15')",2021-04-15,CTD-7,37.718,-0.839783,1179,230,
"('2021-04-11', '2021-04-15')",2021-04-15,CTD-8,37.694517,-0.8104,1444,479,
"('2021-04-11', '2021-04-15')",2021-04-15,CTD-9,37.666817,-0.809683,1756,485,
"('2021-04-11', '2021-04-15')",2021-04-15,CTD-10,37.659833,-0.781967,1834,720,
"('2021-04-11', '2021-04-15')",2021-04-15,CTD-11,37.6518,-0.728883,1925,1169,
"('2021-04-11', '2021-04-15')",2021-04-15,CTD-12,37.68735,-0.783783,1525,704,
"('2021-04-16', '2021-04-20')",2021-04-20,CTD-1,37.8118,-0.784483,123,698,0.88150936
"('2021-04-16', '2021-04-20')",2021-04-20,CTD-2,37.760617,-0.8078,700,501,0.70934117
"('2021-04-16', '2021-04-20')",2021-04-20,CTD-3,37.761783,-0.78355,687,706,0.69127804
"('2021-04-16', '2021-04-20')",2021-04-20,CTD-4,37.748233,-0.749617,839,994,0.8039619
"('2021-04-16', '2021-04-20')",2021-04-20,CTD-5,37.74045,-0.727117,927,1184,0.81015384
"('2021-04-16', '2021-04-20')",2021-04-20,CTD-6,37.710417,-0.778383,1265,750,0.6284478
"('2021-04-16', '2021-04-20')",2021-04-20,CTD-7,37.718,-0.839783,1179,230,0.8498693
"('2021-04-16', '2021-04-20')",2021-04-20,CTD-8,37.694517,-0.8104,1444,479,0.76371354
"('2021-04-16', '2021-04-20')",2021-04-20,CTD-9,37.666817,-0.809683,1756,485,0.91432375
"('2021-04-16', '2021-04-20')",2021-04-20,CTD-10,37.659833,-0.781967,1834,720,0.78761935
"('2021-04-16', '2021-04-20')",2021-04-20,CTD-11,37.6518,-0.728883,1925,1169,0.91432375
"('2021-04-16', '2021-04-20')",2021-04-20,CTD-12,37.68735,-0.783783,1525,704,0.6397531
"('2021-04-21', '2021-04-25')",2021-04-25,CTD-1,37.8118,-0.784483,123,698,
"('2021-04-21', '2021-04-25')",2021-04-25,CTD-2,37.760617,-0.8078,700,501,
"('2021-04-21', '2021-04-25')",2021-04-25,CTD-3,37.761783,-0.78355,687,706,
"('2021-04-21', '2021-04-25')",2021-04-25,CTD-4,37.748233,-0.749617,839,994,
"('2021-04-21', '2021-04-25')",2021-04-25,CTD-5,37.74045,-0.727117,927,1184,0.91432375
"('2021-04-21', '2021-04-25')",2021-04-25,CTD-6,37.710417,-0.778383,1265,750,
"('2021-04-21', '2021-04-25')",2021-04-25,CTD-7,37.718,-0.839783,1179,230,
"('2021-04-21', '2021-04-25')",2021-04-25,CTD-8,37.694517,-0.8104,1444,479,
